pokemon,id,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape,pokebase,pokedex
cascoon,292,268,7,115,41,bug,NA,35,55,50,25,25,15,shed-skin,NA,NA,#A8B820,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png,3,265,135,1,ball,cascoon,http://www.pokemon.com/us/pokedex/cascoon
dustox,293,269,12,316,135,bug,poison,50,70,60,50,90,65,shield-dust,NA,compound-eyes,#A8B820,#A040A0,#A69A3F,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png,3,268,135,13,bug-wings,dustox,http://www.pokemon.com/us/pokedex/dustox
lotad,294,270,5,26,44,water,grass,30,30,40,40,50,30,swift-swim,rain-dish,own-tempo,#6890F0,#78C850,#6B9DC9,water1,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png,3,NA,136,14,armor,lotad,http://www.pokemon.com/us/pokedex/lotad
lombre,295,271,12,325,119,water,grass,50,50,60,60,70,50,swift-swim,rain-dish,own-tempo,#6890F0,#78C850,#6B9DC9,water1,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png,3,270,136,12,humanoid,lombre,http://www.pokemon.com/us/pokedex/lombre
ludicolo,296,272,15,550,216,water,grass,70,70,80,90,100,70,swift-swim,rain-dish,own-tempo,#6890F0,#78C850,#6B9DC9,water1,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png,3,271,136,12,humanoid,ludicolo,http://www.pokemon.com/us/pokedex/ludicolo
seedot,297,273,5,40,44,grass,NA,40,50,40,30,30,30,chlorophyll,early-bird,pickpocket,#78C850,NA,NA,ground,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png,3,NA,137,7,legs,seedot,http://www.pokemon.com/us/pokedex/seedot
nuzleaf,298,274,10,280,119,grass,dark,70,40,70,60,40,60,chlorophyll,early-bird,pickpocket,#78C850,#705848,#76AC4E,ground,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png,3,273,137,12,humanoid,nuzleaf,http://www.pokemon.com/us/pokedex/nuzleaf
shiftry,299,275,13,596,216,grass,dark,100,60,90,90,60,80,chlorophyll,early-bird,pickpocket,#78C850,#705848,#76AC4E,ground,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png,3,274,137,12,humanoid,shiftry,http://www.pokemon.com/us/pokedex/shiftry
taillow,300,276,3,23,54,normal,flying,55,30,40,30,30,85,guts,NA,scrappy,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png,3,NA,138,9,wings,taillow,http://www.pokemon.com/us/pokedex/taillow
swellow,301,277,7,198,151,normal,flying,85,60,60,50,50,125,guts,NA,scrappy,#A8A878,#A890F0,#A8A295,flying,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png,3,276,138,9,wings,swellow,http://www.pokemon.com/us/pokedex/swellow
wingull,302,278,6,95,54,water,flying,30,30,40,55,30,85,keen-eye,NA,rain-dish,#6890F0,#A890F0,#7790F0,water1,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png,3,NA,139,9,wings,wingull,http://www.pokemon.com/us/pokedex/wingull
pelipper,303,279,12,280,151,water,flying,50,100,60,85,70,65,keen-eye,NA,rain-dish,#6890F0,#A890F0,#7790F0,water1,flying,http://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png,3,278,139,9,wings,pelipper,http://www.pokemon.com/us/pokedex/pelipper
ralts,304,280,4,66,40,psychic,fairy,25,25,28,45,35,40,synchronize,trace,telepathy,#F85888,#EE99AC,#F56790,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png,3,NA,140,12,humanoid,ralts,http://www.pokemon.com/us/pokedex/ralts
kirlia,305,281,8,202,97,psychic,fairy,35,35,38,65,55,50,synchronize,trace,telepathy,#F85888,#EE99AC,#F56790,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png,3,280,140,12,humanoid,kirlia,http://www.pokemon.com/us/pokedex/kirlia
gardevoir,306,282,16,484,233,psychic,fairy,65,65,68,125,115,80,synchronize,trace,telepathy,#F85888,#EE99AC,#F56790,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png,3,281,140,12,humanoid,gardevoir,http://www.pokemon.com/us/pokedex/gardevoir
gardevoir-mega,307,282,16,484,278,psychic,fairy,85,65,68,165,135,100,pixilate,NA,NA,#F85888,#EE99AC,#F56790,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/282_f2.png,NA,NA,NA,NA,NA,gardevoir,http://www.pokemon.com/us/pokedex/gardevoir
surskit,308,283,5,17,54,bug,water,30,32,40,50,52,65,swift-swim,NA,rain-dish,#A8B820,#6890F0,#98AE52,water1,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png,3,NA,141,14,armor,surskit,http://www.pokemon.com/us/pokedex/surskit
masquerain,309,284,8,36,145,bug,flying,60,62,70,80,82,60,intimidate,NA,unnerve,#A8B820,#A890F0,#A8AE52,water1,bug,http://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png,3,283,141,13,bug-wings,masquerain,http://www.pokemon.com/us/pokedex/masquerain
shroomish,310,285,4,45,59,grass,NA,40,60,60,40,60,35,effect-spore,poison-heal,quick-feet,#78C850,NA,NA,fairy,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png,3,NA,142,7,legs,shroomish,http://www.pokemon.com/us/pokedex/shroomish
breloom,311,286,12,392,161,grass,fighting,130,80,60,60,60,70,effect-spore,poison-heal,technician,#78C850,#C03028,#89A346,fairy,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png,3,285,142,6,upright,breloom,http://www.pokemon.com/us/pokedex/breloom
slakoth,312,287,8,240,56,normal,NA,60,60,60,35,35,30,truant,NA,NA,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png,3,NA,143,8,quadruped,slakoth,http://www.pokemon.com/us/pokedex/slakoth
vigoroth,313,288,14,465,154,normal,NA,80,80,80,55,55,90,vital-spirit,NA,NA,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png,3,287,143,6,upright,vigoroth,http://www.pokemon.com/us/pokedex/vigoroth
slaking,314,289,20,1305,252,normal,NA,160,100,150,95,65,100,truant,NA,NA,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png,3,288,143,12,humanoid,slaking,http://www.pokemon.com/us/pokedex/slaking
nincada,315,290,5,55,53,bug,ground,45,90,31,30,30,40,compound-eyes,NA,run-away,#A8B820,#E0C068,#B5B931,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png,3,NA,144,14,armor,nincada,http://www.pokemon.com/us/pokedex/nincada
ninjask,316,291,8,120,160,bug,flying,90,45,61,50,50,160,speed-boost,NA,infiltrator,#A8B820,#A890F0,#A8AE52,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png,3,290,144,13,bug-wings,ninjask,http://www.pokemon.com/us/pokedex/ninjask
shedinja,317,292,8,12,83,bug,ghost,90,45,1,30,30,40,wonder-guard,NA,NA,#A8B820,#705898,#9AA03D,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png,3,290,144,5,blob,shedinja,http://www.pokemon.com/us/pokedex/shedinja
whismur,318,293,6,163,48,normal,NA,51,23,64,51,23,28,soundproof,NA,rattled,#A8A878,NA,NA,monster,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png,3,NA,145,6,upright,whismur,http://www.pokemon.com/us/pokedex/whismur
loudred,319,294,10,405,126,normal,NA,71,43,84,71,43,48,soundproof,NA,scrappy,#A8A878,NA,NA,monster,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png,3,293,145,6,upright,loudred,http://www.pokemon.com/us/pokedex/loudred
exploud,320,295,15,840,221,normal,NA,91,63,104,91,73,68,soundproof,NA,scrappy,#A8A878,NA,NA,monster,ground,http://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png,3,294,145,6,upright,exploud,http://www.pokemon.com/us/pokedex/exploud
makuhita,321,296,10,864,47,fighting,NA,60,30,72,20,30,25,thick-fat,guts,sheer-force,#C03028,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png,3,NA,146,12,humanoid,makuhita,http://www.pokemon.com/us/pokedex/makuhita
hariyama,322,297,23,2538,166,fighting,NA,120,60,144,40,60,50,thick-fat,guts,sheer-force,#C03028,NA,NA,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png,3,296,146,12,humanoid,hariyama,http://www.pokemon.com/us/pokedex/hariyama
azurill,323,298,2,20,38,normal,fairy,20,40,50,20,40,20,thick-fat,huge-power,sap-sipper,#A8A878,#EE99AC,#B8A484,no-eggs,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png,3,NA,90,7,legs,azurill,http://www.pokemon.com/us/pokedex/azurill
nosepass,324,299,10,970,75,rock,NA,45,135,30,45,90,30,sturdy,magnet-pull,sand-force,#B8A038,NA,NA,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png,3,NA,147,12,humanoid,nosepass,http://www.pokemon.com/us/pokedex/nosepass
skitty,325,300,6,110,52,normal,NA,45,45,50,35,35,50,cute-charm,normalize,wonder-skin,#A8A878,NA,NA,ground,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png,3,NA,148,8,quadruped,skitty,http://www.pokemon.com/us/pokedex/skitty
delcatty,326,301,11,326,133,normal,NA,65,65,70,55,55,70,cute-charm,normalize,wonder-skin,#A8A878,NA,NA,ground,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png,3,300,148,8,quadruped,delcatty,http://www.pokemon.com/us/pokedex/delcatty
sableye,327,302,5,110,133,dark,ghost,75,75,50,65,65,50,keen-eye,stall,prankster,#705848,#705898,#70585B,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png,3,NA,149,12,humanoid,sableye,http://www.pokemon.com/us/pokedex/sableye
sableye-mega,328,302,50,1610,168,dark,ghost,85,125,50,85,115,20,magic-bounce,NA,NA,#705848,#705898,#70585B,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/302_f2.png,NA,NA,NA,NA,NA,sableye,http://www.pokemon.com/us/pokedex/sableye
mawile,329,303,6,115,133,steel,fairy,85,85,50,55,55,50,hyper-cutter,intimidate,sheer-force,#B8B8D0,#EE99AC,#C5B0C7,ground,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png,3,NA,150,12,humanoid,mawile,http://www.pokemon.com/us/pokedex/mawile
mawile-mega,330,303,10,235,168,steel,fairy,105,125,50,55,95,50,huge-power,NA,NA,#B8B8D0,#EE99AC,#C5B0C7,ground,fairy,http://assets.pokemon.com/assets/cms2/img/pokedex/full/303_f2.png,NA,NA,NA,NA,NA,mawile,http://www.pokemon.com/us/pokedex/mawile
aron,331,304,4,600,66,steel,rock,70,100,50,40,40,30,sturdy,rock-head,heavy-metal,#B8B8D0,#B8A038,#B8B2AB,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png,3,NA,151,8,quadruped,aron,http://www.pokemon.com/us/pokedex/aron
lairon,332,305,9,1200,151,steel,rock,90,140,60,50,50,40,sturdy,rock-head,heavy-metal,#B8B8D0,#B8A038,#B8B2AB,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png,3,304,151,8,quadruped,lairon,http://www.pokemon.com/us/pokedex/lairon
aggron,333,306,21,3600,239,steel,rock,110,180,70,60,60,50,sturdy,rock-head,heavy-metal,#B8B8D0,#B8A038,#B8B2AB,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png,3,305,151,6,upright,aggron,http://www.pokemon.com/us/pokedex/aggron
aggron-mega,334,306,22,3950,284,steel,NA,140,230,70,60,80,50,filter,NA,NA,#B8B8D0,NA,NA,monster,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/306_f2.png,NA,NA,NA,NA,NA,aggron,http://www.pokemon.com/us/pokedex/aggron
meditite,335,307,6,112,56,fighting,psychic,40,55,30,40,55,60,pure-power,NA,telepathy,#C03028,#F85888,#CD393F,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png,3,NA,152,12,humanoid,meditite,http://www.pokemon.com/us/pokedex/meditite
medicham,336,308,13,315,144,fighting,psychic,60,75,60,60,75,80,pure-power,NA,telepathy,#C03028,#F85888,#CD393F,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png,3,307,152,12,humanoid,medicham,http://www.pokemon.com/us/pokedex/medicham
medicham-mega,337,308,13,315,179,fighting,psychic,100,85,60,80,85,100,pure-power,NA,NA,#C03028,#F85888,#CD393F,humanshape,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/308_f2.png,NA,NA,NA,NA,NA,medicham,http://www.pokemon.com/us/pokedex/medicham
electrike,338,309,6,152,59,electric,NA,45,40,40,65,40,65,static,lightning-rod,minus,#F8D030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png,3,NA,153,8,quadruped,electrike,http://www.pokemon.com/us/pokedex/electrike
manectric,339,310,15,402,166,electric,NA,75,60,70,105,60,105,static,lightning-rod,minus,#F8D030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png,3,309,153,8,quadruped,manectric,http://www.pokemon.com/us/pokedex/manectric
manectric-mega,340,310,18,440,201,electric,NA,75,80,70,135,80,135,intimidate,NA,NA,#F8D030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/310_f2.png,NA,NA,NA,NA,NA,manectric,http://www.pokemon.com/us/pokedex/manectric
plusle,341,311,4,42,142,electric,NA,50,40,60,85,75,95,plus,NA,lightning-rod,#F8D030,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png,3,NA,154,6,upright,plusle,http://www.pokemon.com/us/pokedex/plusle
minun,342,312,4,42,142,electric,NA,40,50,60,75,85,95,minus,NA,volt-absorb,#F8D030,NA,NA,fairy,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png,3,NA,155,6,upright,minun,http://www.pokemon.com/us/pokedex/minun
volbeat,343,313,7,177,140,bug,NA,73,55,65,47,75,85,illuminate,swarm,prankster,#A8B820,NA,NA,bug,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png,3,NA,156,6,upright,volbeat,http://www.pokemon.com/us/pokedex/volbeat
illumise,344,314,6,177,140,bug,NA,47,55,65,73,75,85,oblivious,tinted-lens,prankster,#A8B820,NA,NA,bug,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png,3,NA,157,12,humanoid,illumise,http://www.pokemon.com/us/pokedex/illumise
roselia,345,315,3,20,140,grass,poison,60,45,50,100,80,65,natural-cure,poison-point,leaf-guard,#78C850,#A040A0,#81A763,fairy,plant,http://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png,3,406,158,12,humanoid,roselia,http://www.pokemon.com/us/pokedex/roselia
gulpin,346,316,4,103,60,poison,NA,43,53,70,43,53,40,liquid-ooze,sticky-hold,gluttony,#A040A0,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png,3,NA,159,4,arms,gulpin,http://www.pokemon.com/us/pokedex/gulpin
swalot,347,317,17,800,163,poison,NA,73,83,100,73,83,55,liquid-ooze,sticky-hold,gluttony,#A040A0,NA,NA,indeterminate,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png,3,316,159,4,arms,swalot,http://www.pokemon.com/us/pokedex/swalot
carvanha,348,318,8,208,61,water,dark,90,20,45,65,20,65,rough-skin,NA,speed-boost,#6890F0,#705848,#6982C7,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png,3,NA,160,3,fish,carvanha,http://www.pokemon.com/us/pokedex/carvanha
sharpedo,349,319,18,888,161,water,dark,120,40,70,95,40,95,rough-skin,NA,speed-boost,#6890F0,#705848,#6982C7,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,3,318,160,3,fish,sharpedo,http://www.pokemon.com/us/pokedex/sharpedo
sharpedo-mega,350,319,250,1303,196,water,dark,140,70,70,110,65,105,strong-jaw,NA,NA,#6890F0,#705848,#6982C7,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/319_f2.png,NA,NA,NA,NA,NA,sharpedo,http://www.pokemon.com/us/pokedex/sharpedo
wailmer,351,320,20,1300,80,water,NA,70,35,130,70,35,60,water-veil,oblivious,pressure,#6890F0,NA,NA,ground,water2,http://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png,3,NA,161,3,fish,wailmer,http://www.pokemon.com/us/pokedex/wailmer
wailord,352,321,145,3980,175,water,NA,90,45,170,90,45,60,water-veil,oblivious,pressure,#6890F0,NA,NA,ground,water2,http://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png,3,320,161,3,fish,wailord,http://www.pokemon.com/us/pokedex/wailord
numel,353,322,7,240,61,fire,ground,60,40,60,65,45,35,oblivious,simple,own-tempo,#F08030,#E0C068,#EC8F3D,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png,3,NA,162,8,quadruped,numel,http://www.pokemon.com/us/pokedex/numel
camerupt,354,323,19,2200,161,fire,ground,100,70,70,105,75,40,magma-armor,solid-rock,anger-point,#F08030,#E0C068,#EC8F3D,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,3,322,162,8,quadruped,camerupt,http://www.pokemon.com/us/pokedex/camerupt
camerupt-mega,355,323,250,3205,196,fire,ground,120,100,70,145,105,20,sheer-force,NA,NA,#F08030,#E0C068,#EC8F3D,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/323_f2.png,NA,NA,NA,NA,NA,camerupt,http://www.pokemon.com/us/pokedex/camerupt
torkoal,356,324,5,804,165,fire,NA,85,140,70,85,70,20,white-smoke,NA,shell-armor,#F08030,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png,3,NA,163,8,quadruped,torkoal,http://www.pokemon.com/us/pokedex/torkoal
spoink,357,325,7,306,66,psychic,NA,25,35,60,70,80,60,thick-fat,own-tempo,gluttony,#F85888,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png,3,NA,164,4,arms,spoink,http://www.pokemon.com/us/pokedex/spoink
grumpig,358,326,9,715,165,psychic,NA,45,65,80,90,110,80,thick-fat,own-tempo,gluttony,#F85888,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png,3,325,164,6,upright,grumpig,http://www.pokemon.com/us/pokedex/grumpig
spinda,359,327,11,50,126,normal,NA,60,60,60,60,60,60,own-tempo,tangled-feet,contrary,#A8A878,NA,NA,ground,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png,3,NA,165,6,upright,spinda,http://www.pokemon.com/us/pokedex/spinda
trapinch,360,328,7,150,58,ground,NA,100,45,45,45,45,10,hyper-cutter,arena-trap,sheer-force,#E0C068,NA,NA,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png,3,NA,166,14,armor,trapinch,http://www.pokemon.com/us/pokedex/trapinch
vibrava,361,329,11,153,119,ground,dragon,70,50,50,50,50,70,levitate,NA,NA,#E0C068,#7038F8,#C49F8A,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png,3,328,166,13,bug-wings,vibrava,http://www.pokemon.com/us/pokedex/vibrava
flygon,362,330,20,820,234,ground,dragon,100,80,80,80,80,100,levitate,NA,NA,#E0C068,#7038F8,#C49F8A,bug,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png,3,329,166,9,wings,flygon,http://www.pokemon.com/us/pokedex/flygon
cacnea,363,331,4,513,67,grass,NA,85,40,50,85,40,35,sand-veil,NA,water-absorb,#78C850,NA,NA,plant,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png,3,NA,167,12,humanoid,cacnea,http://www.pokemon.com/us/pokedex/cacnea
cacturne,364,332,13,774,166,grass,dark,115,60,70,115,60,55,sand-veil,NA,water-absorb,#78C850,#705848,#76AC4E,plant,humanshape,http://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png,3,331,167,12,humanoid,cacturne,http://www.pokemon.com/us/pokedex/cacturne
swablu,365,333,4,12,62,normal,flying,40,60,45,40,75,50,natural-cure,NA,cloud-nine,#A8A878,#A890F0,#A8A295,flying,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png,3,NA,168,9,wings,swablu,http://www.pokemon.com/us/pokedex/swablu
altaria,366,334,11,206,172,dragon,flying,70,90,75,70,105,80,natural-cure,NA,cloud-nine,#7038F8,#A890F0,#7D4DF6,flying,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png,3,333,168,9,wings,altaria,http://www.pokemon.com/us/pokedex/altaria
altaria-mega,367,334,150,206,207,dragon,fairy,110,110,75,110,105,80,pixilate,NA,NA,#7038F8,#EE99AC,#8E4FE5,flying,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/334_f2.png,NA,NA,NA,NA,NA,altaria,http://www.pokemon.com/us/pokedex/altaria
zangoose,368,335,13,403,160,normal,NA,115,60,73,60,60,90,immunity,NA,toxic-boost,#A8A878,NA,NA,ground,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png,3,NA,169,6,upright,zangoose,http://www.pokemon.com/us/pokedex/zangoose
seviper,369,336,27,525,160,poison,NA,100,60,73,100,60,65,shed-skin,NA,infiltrator,#A040A0,NA,NA,ground,dragon,http://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png,3,NA,170,2,squiggle,seviper,http://www.pokemon.com/us/pokedex/seviper
lunatone,370,337,10,1680,154,rock,psychic,55,65,70,95,85,70,levitate,NA,NA,#B8A038,#F85888,#C78E4B,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png,3,NA,171,1,ball,lunatone,http://www.pokemon.com/us/pokedex/lunatone
solrock,371,338,12,1540,154,rock,psychic,95,85,70,55,65,70,levitate,NA,NA,#B8A038,#F85888,#C78E4B,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png,3,NA,172,1,ball,solrock,http://www.pokemon.com/us/pokedex/solrock
barboach,372,339,4,19,58,water,ground,48,43,50,46,41,60,oblivious,anticipation,hydration,#6890F0,#E0C068,#859BCF,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png,3,NA,173,3,fish,barboach,http://www.pokemon.com/us/pokedex/barboach
whiscash,373,340,9,236,164,water,ground,78,73,110,76,71,60,oblivious,anticipation,hydration,#6890F0,#E0C068,#859BCF,water2,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png,3,339,173,3,fish,whiscash,http://www.pokemon.com/us/pokedex/whiscash
corphish,374,341,6,115,62,water,NA,80,65,43,50,35,35,hyper-cutter,shell-armor,adaptability,#6890F0,NA,NA,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png,3,NA,174,14,armor,corphish,http://www.pokemon.com/us/pokedex/corphish
crawdaunt,375,342,11,328,164,water,dark,120,85,63,90,55,55,hyper-cutter,shell-armor,adaptability,#6890F0,#705848,#6982C7,water1,water3,http://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png,3,341,174,14,armor,crawdaunt,http://www.pokemon.com/us/pokedex/crawdaunt
baltoy,376,343,5,215,60,ground,psychic,40,55,40,40,70,55,levitate,NA,NA,#E0C068,#F85888,#E5A66F,mineral,NA,http://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png,3,NA,175,4,arms,baltoy,http://www.pokemon.com/us/pokedex/baltoy
